passenger_id,arrival_time,interarrival_time
164,21837.0,1.0
165,21838.0,1.0
166,21838.0,0.0
167,21839.0,1.0
168,21839.0,0.0
169,21839.0,0.0
170,21839.0,0.0
171,21839.0,0.0
172,21840.0,1.0
173,21840.0,0.0
174,21840.0,0.0
175,21840.0,0.0
176,21842.0,2.0
177,21842.0,0.0
178,21843.0,1.0
179,21843.0,0.0
180,21844.0,1.0
181,21844.0,0.0
182,21846.0,2.0
183,21846.0,0.0
184,21847.0,1.0
185,21847.0,0.0
186,21847.0,0.0
187,21849.0,2.0
188,21849.0,0.0
189,21849.0,0.0
190,21850.0,1.0
191,21850.0,0.0
192,21851.0,1.0
193,21852.0,1.0
194,21852.0,0.0
195,21853.0,1.0
196,21853.0,0.0
197,21854.0,1.0
198,21855.0,1.0
199,21856.0,1.0
200,21856.0,0.0
201,21857.0,1.0
202,21859.0,2.0
203,21859.0,0.0
204,21859.0,0.0
205,21861.0,2.0
206,21861.0,0.0
207,21862.0,1.0
208,21862.0,0.0
209,21863.0,1.0
210,21863.0,0.0
211,21864.0,1.0
212,21865.0,1.0
213,21865.0,0.0
214,21867.0,2.0
215,21867.0,0.0
216,21867.0,0.0
217,21868.0,1.0
218,21869.0,1.0
219,21869.0,0.0
220,21873.0,4.0
221,21873.0,0.0
222,21873.0,0.0
223,21874.0,1.0
224,21874.0,0.0
225,21875.0,1.0
226,21875.0,0.0
227,21876.0,1.0
228,21877.0,1.0
229,21878.0,1.0
230,21879.0,1.0
231,21881.0,2.0
232,21881.0,0.0
233,21881.0,0.0
234,21881.0,0.0
235,21881.0,0.0
236,21882.0,1.0
237,21882.0,0.0
238,21882.0,0.0
239,21883.0,1.0
240,21883.0,0.0
241,21883.0,0.0
242,21884.0,1.0
243,21884.0,0.0
244,21884.0,0.0
245,21886.0,2.0
246,21887.0,1.0
247,21888.0,1.0
248,21888.0,0.0
249,21889.0,1.0
250,21890.0,1.0
251,21891.0,1.0
252,21892.0,1.0
253,21892.0,0.0
254,21893.0,1.0
255,21893.0,0.0
256,21894.0,1.0
257,21894.0,0.0
258,21895.0,1.0
259,21896.0,1.0
260,21896.0,0.0
261,21896.0,0.0
262,21897.0,1.0
263,21897.0,0.0
264,21900.0,3.0
265,21900.0,0.0
266,21900.0,0.0
267,21902.0,2.0
268,21903.0,1.0
269,21903.0,0.0
270,21905.0,2.0
271,21906.0,1.0
272,21906.0,0.0
273,21908.0,2.0
274,21909.0,1.0
275,21911.0,2.0
276,21913.0,2.0
277,21913.0,0.0
278,21914.0,1.0
279,21915.0,1.0
280,21916.0,1.0
281,21916.0,0.0
282,21917.0,1.0
283,21917.0,0.0
284,21918.0,1.0
285,21918.0,0.0
286,21919.0,1.0
287,21920.0,1.0
288,21920.0,0.0
289,21920.0,0.0
290,21920.0,0.0
291,21921.0,1.0
292,21922.0,1.0
293,21922.0,0.0
294,21923.0,1.0
295,21925.0,2.0
296,21925.0,0.0
297,21926.0,1.0
298,21928.0,2.0
299,21928.0,0.0
300,21930.0,2.0
301,21932.0,2.0
302,21933.0,1.0
303,21933.0,0.0
304,21934.0,1.0
305,21935.0,1.0
306,21935.0,0.0
307,21935.0,0.0
308,21936.0,1.0
309,21936.0,0.0
310,21936.0,0.0
311,21937.0,1.0
312,21938.0,1.0
313,21938.0,0.0
314,21938.0,0.0
315,21939.0,1.0
316,21939.0,0.0
317,21939.0,0.0
318,21939.0,0.0
319,21941.0,2.0
320,21941.0,0.0
321,21941.0,0.0
322,21942.0,1.0
323,21943.0,1.0
324,21946.0,3.0
325,21947.0,1.0
326,21950.0,3.0
327,21951.0,1.0
328,21951.0,0.0
329,21952.0,1.0
330,21953.0,1.0
331,21953.0,0.0
332,21954.0,1.0
333,21956.0,2.0
334,21956.0,0.0
335,21956.0,0.0
336,21956.0,0.0
337,21957.0,1.0
338,21957.0,0.0
339,21957.0,0.0
340,21958.0,1.0
341,21958.0,0.0
342,21958.0,0.0
343,21959.0,1.0
344,21960.0,1.0
345,21960.0,0.0
346,21961.0,1.0
347,21962.0,1.0
348,21962.0,0.0
349,21962.0,0.0
350,21962.0,0.0
351,21963.0,1.0
352,21963.0,0.0
353,21963.0,0.0
354,21963.0,0.0
355,21963.0,0.0
356,21964.0,1.0
357,21964.0,0.0
358,21964.0,0.0
359,21966.0,2.0
360,21966.0,0.0
361,21967.0,1.0
362,21968.0,1.0
363,21968.0,0.0
364,21969.0,1.0
365,21969.0,0.0
366,21969.0,0.0
367,21970.0,1.0
368,21971.0,1.0
369,21972.0,1.0
370,21973.0,1.0
371,21973.0,0.0
372,21976.0,3.0
373,21976.0,0.0
374,21976.0,0.0
375,21979.0,3.0
376,21979.0,0.0
377,21979.0,0.0
378,21980.0,1.0
379,21983.0,3.0
380,21983.0,0.0
381,21983.0,0.0
382,21984.0,1.0
383,21984.0,0.0
384,21984.0,0.0
385,21985.0,1.0
386,21985.0,0.0
387,21985.0,0.0
388,21985.0,0.0
389,21987.0,2.0
390,21988.0,1.0
391,21988.0,0.0
392,21989.0,1.0
393,21989.0,0.0
394,21990.0,1.0
395,21990.0,0.0
396,21990.0,0.0
397,21991.0,1.0
398,21991.0,0.0
399,21992.0,1.0
400,21993.0,1.0
401,21994.0,1.0
402,21994.0,0.0
403,21994.0,0.0
404,21997.0,3.0
405,21999.0,2.0
406,21999.0,0.0
407,22000.0,1.0
408,22004.0,4.0
409,22004.0,0.0
410,22005.0,1.0
411,22007.0,2.0
412,22008.0,1.0
413,22009.0,1.0
414,22009.0,0.0
415,22010.0,1.0
416,22010.0,0.0
417,22011.0,1.0
418,22011.0,0.0
419,22011.0,0.0
420,22012.0,1.0
421,22013.0,1.0
422,22013.0,0.0
423,22013.0,0.0
424,22013.0,0.0
425,22013.0,0.0
426,22013.0,0.0
427,22014.0,1.0
428,22014.0,0.0
429,22017.0,3.0
430,22017.0,0.0
431,22017.0,0.0
432,22018.0,1.0
433,22019.0,1.0
434,22019.0,0.0
435,22020.0,1.0
436,22020.0,0.0
437,22020.0,0.0
438,22021.0,1.0
439,22022.0,1.0
440,22022.0,0.0
441,22022.0,0.0
442,22022.0,0.0
443,22023.0,1.0
444,22023.0,0.0
445,22024.0,1.0
446,22025.0,1.0
447,22026.0,1.0
448,22027.0,1.0
449,22027.0,0.0
450,22027.0,0.0
451,22028.0,1.0
452,22028.0,0.0
453,22028.0,0.0
454,22029.0,1.0
455,22029.0,0.0
456,22030.0,1.0
457,22031.0,1.0
458,22031.0,0.0
459,22032.0,1.0
460,22033.0,1.0
461,22034.0,1.0
462,22036.0,2.0
463,22036.0,0.0
464,22037.0,1.0
465,22038.0,1.0
466,22038.0,0.0
467,22041.0,3.0
468,22041.0,0.0
469,22043.0,2.0
470,22044.0,1.0
471,22045.0,1.0
472,22045.0,0.0
473,22045.0,0.0
474,22045.0,0.0
475,22045.0,0.0
476,22046.0,1.0
477,22046.0,0.0
478,22047.0,1.0
479,22048.0,1.0
480,22048.0,0.0
481,22048.0,0.0
482,22049.0,1.0
483,22051.0,2.0
484,22051.0,0.0
485,22051.0,0.0
486,22052.0,1.0
487,22052.0,0.0
488,22053.0,1.0
489,22053.0,0.0
490,22053.0,0.0
491,22055.0,2.0
492,22055.0,0.0
493,22055.0,0.0
494,22056.0,1.0
495,22056.0,0.0
496,22058.0,2.0
497,22058.0,0.0
498,22058.0,0.0
499,22059.0,1.0
500,22059.0,0.0
501,22061.0,2.0
502,22061.0,0.0
503,22062.0,1.0
504,22063.0,1.0
505,22064.0,1.0
506,22065.0,1.0
507,22066.0,1.0
508,22066.0,0.0
509,22066.0,0.0
510,22067.0,1.0
511,22067.0,0.0
512,22068.0,1.0
513,22068.0,0.0
514,22069.0,1.0
515,22070.0,1.0
516,22071.0,1.0
517,22071.0,0.0
518,22072.0,1.0
519,22073.0,1.0
520,22073.0,0.0
521,22074.0,1.0
522,22075.0,1.0
523,22076.0,1.0
524,22077.0,1.0
525,22077.0,0.0
526,22078.0,1.0
527,22078.0,0.0
528,22080.0,2.0
529,22080.0,0.0
530,22080.0,0.0
531,22082.0,2.0
532,22084.0,2.0
533,22084.0,0.0
534,22085.0,1.0
535,22085.0,0.0
536,22085.0,0.0
537,22086.0,1.0
538,22087.0,1.0
539,22087.0,0.0
540,22087.0,0.0
541,22088.0,1.0
542,22088.0,0.0
543,22089.0,1.0
544,22091.0,2.0
545,22092.0,1.0
546,22093.0,1.0
547,22093.0,0.0
548,22095.0,2.0
549,22095.0,0.0
550,22096.0,1.0
551,22096.0,0.0
552,22096.0,0.0
553,22096.0,0.0
554,22096.0,0.0
555,22097.0,1.0
556,22098.0,1.0
557,22098.0,0.0
558,22099.0,1.0
559,22099.0,0.0
560,22099.0,0.0
561,22100.0,1.0
562,22101.0,1.0
563,22101.0,0.0
564,22101.0,0.0
565,22101.0,0.0
566,22101.0,0.0
567,22102.0,1.0
568,22102.0,0.0
569,22102.0,0.0
570,22103.0,1.0
571,22103.0,0.0
572,22104.0,1.0
573,22105.0,1.0
574,22105.0,0.0
575,22105.0,0.0
576,22105.0,0.0
577,22105.0,0.0
578,22106.0,1.0
579,22107.0,1.0
580,22107.0,0.0
581,22108.0,1.0
582,22109.0,1.0
583,22109.0,0.0
584,22110.0,1.0
585,22111.0,1.0
586,22111.0,0.0
587,22112.0,1.0
588,22112.0,0.0
589,22112.0,0.0
590,22113.0,1.0
591,22114.0,1.0
592,22114.0,0.0
593,22115.0,1.0
594,22115.0,0.0
595,22115.0,0.0
596,22116.0,1.0
597,22116.0,0.0
598,22117.0,1.0
599,22118.0,1.0
600,22119.0,1.0
601,22121.0,2.0
602,22121.0,0.0
603,22121.0,0.0
604,22122.0,1.0
605,22123.0,1.0
606,22124.0,1.0
607,22124.0,0.0
608,22127.0,3.0
609,22127.0,0.0
610,22129.0,2.0
611,22129.0,0.0
612,22129.0,0.0
613,22129.0,0.0
614,22130.0,1.0
615,22130.0,0.0
616,22130.0,0.0
617,22131.0,1.0
618,22132.0,1.0
619,22132.0,0.0
620,22133.0,1.0
621,22133.0,0.0
622,22134.0,1.0
623,22134.0,0.0
624,22135.0,1.0
625,22135.0,0.0
626,22135.0,0.0
627,22138.0,3.0
628,22138.0,0.0
629,22139.0,1.0
630,22139.0,0.0
631,22139.0,0.0
632,22141.0,2.0
633,22141.0,0.0
634,22142.0,1.0
635,22144.0,2.0
636,22144.0,0.0
637,22145.0,1.0
638,22145.0,0.0
639,22146.0,1.0
640,22146.0,0.0
641,22147.0,1.0
642,22147.0,0.0
643,22149.0,2.0
644,22149.0,0.0
645,22149.0,0.0
646,22149.0,0.0
647,22150.0,1.0
648,22151.0,1.0
649,22151.0,0.0
650,22152.0,1.0
651,22153.0,1.0
652,22154.0,1.0
653,22155.0,1.0
654,22156.0,1.0
655,22156.0,0.0
656,22156.0,0.0
657,22159.0,3.0
658,22159.0,0.0
659,22160.0,1.0
660,22160.0,0.0
661,22161.0,1.0
662,22161.0,0.0
663,22161.0,0.0
664,22162.0,1.0
665,22162.0,0.0
666,22162.0,0.0
667,22162.0,0.0
668,22165.0,3.0
669,22165.0,0.0
670,22165.0,0.0
671,22167.0,2.0
672,22167.0,0.0
673,22170.0,3.0
674,22170.0,0.0
675,22171.0,1.0
676,22172.0,1.0
677,22173.0,1.0
678,22173.0,0.0
679,22174.0,1.0
680,22174.0,0.0
681,22175.0,1.0
682,22175.0,0.0
683,22179.0,4.0
684,22180.0,1.0
685,22180.0,0.0
686,22183.0,3.0
687,22183.0,0.0
688,22183.0,0.0
689,22183.0,0.0
690,22184.0,1.0
691,22185.0,1.0
692,22185.0,0.0
693,22186.0,1.0
694,22187.0,1.0
695,22187.0,0.0
696,22187.0,0.0
697,22188.0,1.0
698,22188.0,0.0
699,22189.0,1.0
700,22190.0,1.0
701,22191.0,1.0
702,22192.0,1.0
703,22192.0,0.0
704,22193.0,1.0
705,22193.0,0.0
706,22193.0,0.0
707,22194.0,1.0
708,22194.0,0.0
709,22195.0,1.0
710,22195.0,0.0
711,22195.0,0.0
712,22196.0,1.0
713,22196.0,0.0
714,22196.0,0.0
715,22196.0,0.0
716,22197.0,1.0
717,22197.0,0.0
718,22199.0,2.0
719,22202.0,3.0
720,22204.0,2.0
721,22205.0,1.0
722,22205.0,0.0
723,22205.0,0.0
724,22205.0,0.0
725,22205.0,0.0
726,22206.0,1.0
727,22206.0,0.0
728,22207.0,1.0
729,22208.0,1.0
730,22210.0,2.0
731,22211.0,1.0
732,22211.0,0.0
733,22212.0,1.0
734,22212.0,0.0
735,22213.0,1.0
736,22214.0,1.0
737,22215.0,1.0
738,22215.0,0.0
739,22216.0,1.0
740,22218.0,2.0
741,22219.0,1.0
742,22220.0,1.0
743,22220.0,0.0
744,22221.0,1.0
745,22221.0,0.0
746,22223.0,2.0
747,22224.0,1.0
748,22224.0,0.0
749,22225.0,1.0
750,22225.0,0.0
751,22225.0,0.0
752,22226.0,1.0
753,22227.0,1.0
754,22227.0,0.0
755,22228.0,1.0
756,22229.0,1.0
757,22229.0,0.0
758,22229.0,0.0
759,22229.0,0.0
760,22231.0,2.0
761,22232.0,1.0
762,22232.0,0.0
763,22234.0,2.0
764,22236.0,2.0
765,22236.0,0.0
766,22237.0,1.0
767,22237.0,0.0
768,22241.0,4.0
769,22242.0,1.0
770,22243.0,1.0
771,22243.0,0.0
772,22243.0,0.0
773,22244.0,1.0
774,22245.0,1.0
775,22247.0,2.0
776,22249.0,2.0
777,22251.0,2.0
778,22252.0,1.0
779,22253.0,1.0
780,22253.0,0.0
781,22253.0,0.0
782,22254.0,1.0
783,22255.0,1.0
784,22255.0,0.0
785,22255.0,0.0
786,22256.0,1.0
787,22257.0,1.0
788,22259.0,2.0
789,22261.0,2.0
790,22262.0,1.0
791,22262.0,0.0
792,22263.0,1.0
793,22264.0,1.0
794,22266.0,2.0
795,22266.0,0.0
796,22266.0,0.0
797,22267.0,1.0
798,22269.0,2.0
799,22269.0,0.0
800,22270.0,1.0
801,22270.0,0.0
802,22272.0,2.0
803,22276.0,4.0
804,22277.0,1.0
805,22277.0,0.0
806,22278.0,1.0
807,22278.0,0.0
808,22278.0,0.0
809,22278.0,0.0
810,22280.0,2.0
811,22280.0,0.0
812,22280.0,0.0
813,22281.0,1.0
814,22282.0,1.0
815,22282.0,0.0
816,22283.0,1.0
817,22287.0,4.0
818,22287.0,0.0
819,22289.0,2.0
820,22292.0,3.0
821,22294.0,2.0
822,22296.0,2.0
823,22297.0,1.0
824,22298.0,1.0
825,22298.0,0.0
826,22299.0,1.0
827,22300.0,1.0
828,22304.0,4.0
829,22305.0,1.0
830,22306.0,1.0
831,22307.0,1.0
832,22307.0,0.0
833,22308.0,1.0
834,22308.0,0.0
835,22308.0,0.0
836,22309.0,1.0
837,22310.0,1.0
838,22311.0,1.0
839,22313.0,2.0
840,22314.0,1.0
841,22315.0,1.0
842,22317.0,2.0
843,22317.0,0.0
844,22319.0,2.0
845,22319.0,0.0
846,22322.0,3.0
847,22322.0,0.0
848,22324.0,2.0
849,22326.0,2.0
850,22327.0,1.0
851,22328.0,1.0
852,22330.0,2.0
853,22331.0,1.0
854,22331.0,0.0
855,22332.0,1.0
856,22334.0,2.0
857,22334.0,0.0
858,22334.0,0.0
859,22335.0,1.0
860,22338.0,3.0
861,22339.0,1.0
862,22339.0,0.0
863,22340.0,1.0
864,22344.0,4.0
865,22347.0,3.0
866,22349.0,2.0
867,22349.0,0.0
868,22351.0,2.0
869,22352.0,1.0
870,22353.0,1.0
871,22353.0,0.0
872,22354.0,1.0
873,22355.0,1.0
874,22357.0,2.0
875,22358.0,1.0
876,22359.0,1.0
877,22359.0,0.0
878,22359.0,0.0
879,22360.0,1.0
880,22361.0,1.0
881,22361.0,0.0
882,22362.0,1.0
883,22362.0,0.0
884,22363.0,1.0
885,22364.0,1.0
886,22365.0,1.0
887,22368.0,3.0
888,22369.0,1.0
889,22371.0,2.0
890,22372.0,1.0
891,22374.0,2.0
892,22375.0,1.0
893,22380.0,5.0
894,22381.0,1.0
895,22383.0,2.0
896,22386.0,3.0
897,22386.0,0.0
898,22387.0,1.0
899,22388.0,1.0
900,22391.0,3.0
901,22391.0,0.0
902,22391.0,0.0
903,22392.0,1.0
904,22393.0,1.0
905,22395.0,2.0
906,22395.0,0.0
907,22395.0,0.0
908,22397.0,2.0
909,22399.0,2.0
910,22399.0,0.0
911,22402.0,3.0
912,22403.0,1.0
913,22407.0,4.0
914,22408.0,1.0
915,22409.0,1.0
916,22411.0,2.0
917,22411.0,0.0
918,22414.0,3.0
919,22414.0,0.0
920,22415.0,1.0
921,22421.0,6.0
922,22423.0,2.0
923,22428.0,5.0
924,22431.0,3.0
925,22434.0,3.0
926,22434.0,0.0
927,22438.0,4.0
928,22442.0,4.0
929,22445.0,3.0
930,22446.0,1.0
931,22448.0,2.0
932,22448.0,0.0
933,22449.0,1.0
934,22451.0,2.0
935,22453.0,2.0
936,22455.0,2.0
937,22455.0,0.0
938,22465.0,10.0
939,22466.0,1.0
940,22468.0,2.0
941,22475.0,7.0
942,22478.0,3.0
943,22479.0,1.0
944,22491.0,12.0
945,22493.0,2.0
946,22494.0,1.0
947,22495.0,1.0
948,22499.0,4.0
949,22500.0,1.0
950,22500.0,0.0
951,22500.0,0.0
952,22500.0,0.0
953,22500.0,0.0
954,22500.0,0.0
955,22500.0,0.0
956,22500.0,0.0
957,22500.0,0.0
958,22500.0,0.0
959,22500.0,0.0
960,22500.0,0.0
961,22500.0,0.0
962,22500.0,0.0
963,22500.0,0.0
964,22500.0,0.0
965,22500.0,0.0
966,22500.0,0.0
967,22500.0,0.0
968,22500.0,0.0
969,22500.0,0.0
970,22500.0,0.0
971,22500.0,0.0
972,22500.0,0.0
973,22500.0,0.0
974,22500.0,0.0
975,22500.0,0.0
976,22500.0,0.0
977,22500.0,0.0
978,22500.0,0.0
979,22500.0,0.0
980,22500.0,0.0
981,22500.0,0.0
982,22500.0,0.0
983,22500.0,0.0
984,22500.0,0.0
985,22500.0,0.0
986,22500.0,0.0
987,22500.0,0.0
988,22500.0,0.0
989,22500.0,0.0
990,22500.0,0.0
991,22500.0,0.0
992,22500.0,0.0
993,22500.0,0.0
994,22500.0,0.0
995,22500.0,0.0
996,22500.0,0.0
997,22501.0,1.0
998,22506.0,5.0
999,22512.0,6.0
1000,22519.0,7.0
1001,22529.0,10.0
1002,22530.0,1.0
1003,22533.0,3.0
1004,22534.0,1.0
1005,22536.0,2.0
1006,22536.0,0.0
1007,22540.0,4.0
1008,22548.0,8.0
1009,22556.0,8.0
1010,22559.0,3.0
1011,22560.0,1.0
1012,22566.0,6.0
1013,22574.0,8.0
1014,22582.0,8.0
1015,22583.0,1.0
1016,22588.0,5.0
1017,22592.0,4.0
1018,22592.0,0.0
1019,22595.0,3.0
1020,22595.0,0.0
1021,22595.0,0.0
1022,22595.0,0.0
1023,22598.0,3.0
1024,22600.0,2.0
1025,22604.0,4.0
1026,22605.0,1.0
1027,22605.0,0.0
1028,22606.0,1.0
1029,22607.0,1.0
1030,22609.0,2.0
1031,22610.0,1.0
1032,22613.0,3.0
1033,22614.0,1.0
1034,22615.0,1.0
1035,22615.0,0.0
1036,22616.0,1.0
1037,22616.0,0.0
1038,22618.0,2.0
1039,22620.0,2.0
1040,22622.0,2.0
1041,22622.0,0.0
1042,22625.0,3.0
1043,22626.0,1.0
1044,22629.0,3.0
1045,22633.0,4.0
1046,22633.0,0.0
1047,22636.0,3.0
1048,22636.0,0.0
1049,22641.0,5.0
1050,22644.0,3.0
1051,22647.0,3.0
1052,22650.0,3.0
1053,22650.0,0.0
1054,22653.0,3.0
1055,22657.0,4.0
1056,22658.0,1.0
1057,22660.0,2.0
1058,22662.0,2.0
1059,22662.0,0.0
1060,22663.0,1.0
1061,22663.0,0.0
1062,22664.0,1.0
1063,22665.0,1.0
1064,22672.0,7.0
1065,22677.0,5.0
1066,22678.0,1.0
1067,22680.0,2.0
1068,22685.0,5.0
1069,22686.0,1.0
1070,22691.0,5.0
1071,22694.0,3.0
1072,22697.0,3.0
1073,22697.0,0.0
1074,22702.0,5.0
1075,22704.0,2.0
1076,22707.0,3.0
1077,22707.0,0.0
1078,22707.0,0.0
1079,22707.0,0.0
1080,22708.0,1.0
1081,22709.0,1.0
1082,22715.0,6.0
1083,22716.0,1.0
1084,22717.0,1.0
1085,22719.0,2.0
1086,22721.0,2.0
1087,22722.0,1.0
1088,22724.0,2.0
1089,22725.0,1.0
1090,22727.0,2.0
1091,22728.0,1.0
1092,22729.0,1.0
1093,22730.0,1.0
1094,22731.0,1.0
1095,22731.0,0.0
1096,22732.0,1.0
1097,22733.0,1.0
1098,22733.0,0.0
1099,22733.0,0.0
1100,22734.0,1.0
1101,22734.0,0.0
1102,22734.0,0.0
1103,22734.0,0.0
1104,22738.0,4.0
1105,22738.0,0.0
1106,22739.0,1.0
1107,22740.0,1.0
1108,22742.0,2.0
1109,22743.0,1.0
1110,22744.0,1.0
1111,22744.0,0.0
1112,22745.0,1.0
1113,22745.0,0.0
1114,22747.0,2.0
1115,22748.0,1.0
1116,22749.0,1.0
1117,22752.0,3.0
1118,22753.0,1.0
1119,22755.0,2.0
1120,22757.0,2.0
1121,22758.0,1.0
1122,22759.0,1.0
1123,22759.0,0.0
1124,22760.0,1.0
1125,22762.0,2.0
1126,22763.0,1.0
1127,22763.0,0.0
1128,22764.0,1.0
1129,22765.0,1.0
1130,22768.0,3.0
1131,22768.0,0.0
1132,22769.0,1.0
1133,22769.0,0.0
1134,22771.0,2.0
1135,22772.0,1.0
1136,22772.0,0.0
1137,22773.0,1.0
1138,22773.0,0.0
1139,22777.0,4.0
1140,22778.0,1.0
1141,22778.0,0.0
1142,22780.0,2.0
1143,22780.0,0.0
1144,22782.0,2.0
1145,22783.0,1.0
1146,22783.0,0.0
1147,22783.0,0.0
1148,22784.0,1.0
1149,22786.0,2.0
1150,22786.0,0.0
1151,22786.0,0.0
1152,22789.0,3.0
1153,22789.0,0.0
1154,22789.0,0.0
1155,22790.0,1.0
1156,22790.0,0.0
1157,22790.0,0.0
1158,22790.0,0.0
1159,22791.0,1.0
1160,22791.0,0.0
1161,22791.0,0.0
1162,22793.0,2.0
1163,22794.0,1.0
1164,22795.0,1.0
1165,22796.0,1.0
1166,22798.0,2.0
1167,22798.0,0.0
1168,22798.0,0.0
1169,22801.0,3.0
1170,22802.0,1.0
1171,22802.0,0.0
1172,22803.0,1.0
1173,22803.0,0.0
1174,22808.0,5.0
1175,22812.0,4.0
1176,22812.0,0.0
1177,22812.0,0.0
1178,22815.0,3.0
1179,22816.0,1.0
1180,22816.0,0.0
1181,22817.0,1.0
1182,22817.0,0.0
1183,22818.0,1.0
1184,22818.0,0.0
1185,22819.0,1.0
1186,22820.0,1.0
1187,22820.0,0.0
1188,22820.0,0.0
1189,22821.0,1.0
1190,22821.0,0.0
1191,22821.0,0.0
1192,22822.0,1.0
1193,22822.0,0.0
1194,22823.0,1.0
1195,22824.0,1.0
1196,22825.0,1.0
1197,22825.0,0.0
1198,22825.0,0.0
1199,22827.0,2.0
1200,22828.0,1.0
1201,22831.0,3.0
1202,22832.0,1.0
1203,22832.0,0.0
1204,22833.0,1.0
1205,22833.0,0.0
1206,22833.0,0.0
1207,22833.0,0.0
1208,22834.0,1.0
1209,22834.0,0.0
1210,22838.0,4.0
1211,22839.0,1.0
1212,22839.0,0.0
1213,22839.0,0.0
1214,22840.0,1.0
1215,22840.0,0.0
1216,22840.0,0.0
1217,22840.0,0.0
1218,22841.0,1.0
1219,22842.0,1.0
1220,22844.0,2.0
1221,22845.0,1.0
1222,22845.0,0.0
1223,22845.0,0.0
1224,22848.0,3.0
1225,22848.0,0.0
1226,22849.0,1.0
1227,22849.0,0.0
1228,22849.0,0.0
1229,22849.0,0.0
1230,22850.0,1.0
1231,22851.0,1.0
1232,22852.0,1.0
1233,22853.0,1.0
1234,22853.0,0.0
1235,22853.0,0.0
1236,22854.0,1.0
1237,22854.0,0.0
1238,22855.0,1.0
1239,22856.0,1.0
1240,22856.0,0.0
1241,22858.0,2.0
1242,22859.0,1.0
1243,22861.0,2.0
1244,22861.0,0.0
1245,22861.0,0.0
